Policy_ID,Customer_ID,Policy_Start_Date,Policy_End_Date,Policy_Type,Policy_Status,Customer_Age,Gender,Marital_Status,Region,City,Annual_Income,Vehicle_Age,Premium_Amount,Sum_Insured,Claim_Count,Claim_Amount,Claim_Status,Payment_Mode,Agent_ID,Agent_Name,Branch,Customer_Tenure_Years,Renewal_Status,Policy_Channel,Risk_Score,Customer_Satisfaction,Fraud_Flag
POL002499,CUST002499,03-06-2024,03-06-2025,Health,Expired,52,Male,Married,South,Hyderabad,544167,0,38226.78,506767.6,1,93887.58,Approved,Monthly,AG0098,Agent_0098,Branch_004,5.6,Not Renewed,Online,36,3,No
POL002500,CUST002500,23-01-2024,23-01-2025,Auto,Active,66,Female,Married,East,Patna,437363,8,41587.85,483742.81,0,0,No Claim,Yearly,AG0073,Agent_0073,Branch_004,5.2,Not Applicable,Online,95,4,No
POL002501,CUST002501,25-11-2024,25-11-2025,Life,Active,32,Female,Married,West,Mumbai,296286,0,39752.24,2207637.82,0,0,No Claim,Monthly,AG0090,Agent_0090,Branch_006,5,Not Applicable,Online,68,2,No
POL002502,CUST002502,21-04-2025,21-04-2026,Health,Active,35,Male,Single,North,Shimla,382359,0,37113.57,524611.09,0,0,No Claim,Quarterly,AG0090,Agent_0090,Branch_002,0.5,Not Applicable,Online,43,3,No
POL002503,CUST002503,14-03-2025,14-03-2026,Auto,Active,50,Male,Married,South,Hyderabad,296123,6,19937.28,170171.89,0,0,No Claim,Quarterly,AG0072,Agent_0072,Branch_008,2.8,Not Applicable,Online,31,4,No
POL002504,CUST002504,06-04-2025,06-04-2026,Health,Active,45,Male,Single,West,Mumbai,451248,0,26104.58,386798.87,0,0,No Claim,Quarterly,AG0040,Agent_0040,Branch_008,9.2,Not Applicable,Branch,5,4,No
POL002505,CUST002505,22-04-2024,22-04-2025,Life,Expired,34,Male,Single,West,Pune,1191877,0,56946.66,2243964.23,0,0,No Claim,Yearly,AG0096,Agent_0096,Branch_006,4.9,Not Renewed,Agent,56,3,No
POL002506,CUST002506,20-10-2025,20-10-2026,Life,Active,32,Male,Single,East,Patna,1158044,0,70928.33,4217368.05,0,0,No Claim,Quarterly,AG0070,Agent_0070,Branch_001,8.3,Not Applicable,Branch,93,4,No
POL002507,CUST002507,13-09-2024,13-09-2025,Home,Active,25,Female,Married,West,Pune,677329,0,32703.35,807842.94,0,0,No Claim,Monthly,AG0050,Agent_0050,Branch_005,6,Not Applicable,Branch,48,3,No
POL002508,CUST002508,29-11-2023,29-11-2024,Health,Expired,44,Female,Married,West,Ahmedabad,250752,0,34053.87,293435.25,1,54511.56,Approved,Monthly,AG0014,Agent_0014,Branch_008,2,Not Renewed,Online,36,2,No
POL002509,CUST002509,14-03-2025,14-03-2026,Auto,Active,42,Male,Married,West,Ahmedabad,2517508,1,37019.37,260789.15,0,0,No Claim,Quarterly,AG0054,Agent_0054,Branch_008,10,Not Applicable,Agent,64,3,No
POL002510,CUST002510,07-11-2023,07-11-2024,Auto,Active,29,Female,Single,South,Hyderabad,646891,4,29840.86,275123.74,0,0,No Claim,Monthly,AG0004,Agent_0004,Branch_005,3.9,Not Applicable,Agent,79,4,No
POL002511,CUST002511,17-02-2025,17-02-2026,Health,Active,47,Male,Married,East,Guwahati,1676910,0,59026.36,764626.11,0,0,No Claim,Yearly,AG0093,Agent_0093,Branch_003,4,Not Applicable,Agent,71,4,No
POL002512,CUST002512,15-04-2025,15-04-2026,Auto,Active,53,Female,Married,South,Kochi,1940428,5,47694.1,437848.68,0,0,No Claim,Quarterly,AG0080,Agent_0080,Branch_008,10.1,Not Applicable,Branch,64,4,No
POL002513,CUST002513,18-06-2025,18-06-2026,Health,Active,35,Female,Single,West,Mumbai,554757,0,29956.99,560634.29,0,0,No Claim,Quarterly,AG0073,Agent_0073,Branch_004,4.4,Not Applicable,Online,33,5,No
POL002514,CUST002514,14-10-2025,14-10-2026,Health,Active,38,Male,Married,South,Kochi,2291910,0,46092.28,853135.5,0,0,No Claim,Quarterly,AG0008,Agent_0008,Branch_006,7.3,Not Applicable,Agent,56,3,No
POL002515,CUST002515,10-09-2023,10-09-2024,Auto,Expired,43,Male,Married,West,Pune,904136,6,31409.53,271038.49,0,0,No Claim,Monthly,AG0084,Agent_0084,Branch_003,3.5,Not Renewed,Online,48,2,No
POL002516,CUST002516,19-04-2024,19-04-2025,Auto,Cancelled,62,Female,Single,South,Bangalore,936580,10,38582.04,417841.28,0,0,No Claim,Quarterly,AG0030,Agent_0030,Branch_001,10.6,Not Applicable,Online,77,2,No
POL002517,CUST002517,01-04-2025,01-04-2026,Life,Active,44,Female,Divorced,North,Jaipur,527122,0,47423.36,2158658.81,0,0,No Claim,Monthly,AG0091,Agent_0091,Branch_001,6.3,Not Applicable,Agent,43,5,No
POL002518,CUST002518,27-03-2025,27-03-2026,Home,Active,39,Male,Married,South,Chennai,758054,0,32180.9,576088.59,0,0,No Claim,Quarterly,AG0051,Agent_0051,Branch_005,11.7,Not Applicable,Agent,48,3,No
POL002519,CUST002519,05-07-2023,05-07-2024,Auto,Expired,53,Female,Married,East,Bhubaneswar,927558,8,25402.98,245551.49,0,0,No Claim,Quarterly,AG0034,Agent_0034,Branch_006,0.9,Renewed,Agent,43,3,No
POL002520,CUST002520,11-08-2024,11-08-2025,Health,Cancelled,40,Male,Divorced,East,Bhubaneswar,938070,0,47456.19,909886.35,0,0,No Claim,Yearly,AG0098,Agent_0098,Branch_005,8.6,Not Applicable,Agent,61,3,No
POL002521,CUST002521,08-12-2023,08-12-2024,Health,Expired,46,Female,Single,East,Bhubaneswar,546931,0,46359.49,494168.24,1,101024.52,Approved,Monthly,AG0039,Agent_0039,Branch_001,9.6,Not Renewed,Agent,58,4,No
POL002522,CUST002522,09-09-2025,09-09-2026,Health,Active,42,Female,Single,West,Surat,1799917,0,53072.94,963614.41,0,0,No Claim,Monthly,AG0024,Agent_0024,Branch_003,6,Not Applicable,Online,74,4,No
POL002523,CUST002523,12-12-2023,12-12-2024,Auto,Active,18,Male,Married,North,Jaipur,504367,0,26456.35,132931.26,1,13343.68,Approved,Yearly,AG0042,Agent_0042,Branch_007,11,Not Applicable,Agent,38,2,No
POL002524,CUST002524,03-03-2024,03-03-2025,Travel,Expired,18,Female,Married,South,Kochi,612403,0,9342.22,72699.15,0,0,No Claim,Monthly,AG0064,Agent_0064,Branch_002,3.4,Not Renewed,Branch,34,3,No
POL002525,CUST002525,30-05-2024,30-05-2025,Life,Active,51,Female,Single,East,Patna,449095,0,50029.57,1552657.01,0,0,No Claim,Yearly,AG0061,Agent_0061,Branch_005,2.6,Not Applicable,Agent,82,2,No
POL002526,CUST002526,07-09-2024,07-09-2025,Auto,Cancelled,18,Male,Single,North,Chandigarh,611769,5,25699.53,140389.61,0,0,No Claim,Quarterly,AG0001,Agent_0001,Branch_006,4.7,Not Applicable,Online,32,5,No
POL002527,CUST002527,10-06-2023,10-06-2024,Home,Expired,37,Male,Married,South,Kochi,1018992,0,44803.91,1428797.51,0,0,No Claim,Monthly,AG0088,Agent_0088,Branch_001,3.4,Renewed,Agent,75,3,No
POL002528,CUST002528,18-06-2023,18-06-2024,Home,Expired,56,Male,Divorced,West,Ahmedabad,252931,0,42242.72,1906210.23,0,0,No Claim,Yearly,AG0064,Agent_0064,Branch_002,2,Renewed,Online,66,5,No
POL002529,CUST002529,24-04-2023,24-04-2024,Life,Expired,27,Male,Married,East,Guwahati,257311,0,39380.77,1750428.17,0,0,No Claim,Monthly,AG0100,Agent_0100,Branch_007,0.7,Not Renewed,Agent,30,3,No
POL002530,CUST002530,05-07-2025,05-07-2026,Auto,Active,37,Male,Married,South,Bangalore,399011,4,24494.42,229053.35,0,0,No Claim,Quarterly,AG0008,Agent_0008,Branch_006,5.3,Not Applicable,Agent,47,5,No
POL002531,CUST002531,21-08-2024,21-08-2025,Home,Expired,42,Male,Divorced,South,Chennai,977769,0,29573.91,785863.54,1,128373.75,Approved,Yearly,AG0089,Agent_0089,Branch_001,7.4,Not Renewed,Online,45,2,No
POL002532,CUST002532,22-05-2025,22-05-2026,Auto,Active,44,Male,Divorced,North,Shimla,530678,7,33473.04,361994.38,0,0,No Claim,Monthly,AG0020,Agent_0020,Branch_008,7.9,Not Applicable,Online,82,4,No
POL002533,CUST002533,04-06-2023,04-06-2024,Auto,Expired,32,Female,Married,East,Kolkata,724756,7,33204.15,292865.21,0,0,No Claim,Yearly,AG0014,Agent_0014,Branch_008,5.4,Renewed,Agent,63,3,No
POL002534,CUST002534,28-09-2023,28-09-2024,Auto,Expired,37,Male,Single,South,Hyderabad,1445772,4,23007.52,153366.6,0,0,No Claim,Yearly,AG0071,Agent_0071,Branch_003,3.2,Renewed,Agent,23,3,No
POL002535,CUST002535,02-05-2024,02-05-2025,Auto,Cancelled,32,Female,Married,South,Kochi,764986,5,24798.93,135864,0,0,No Claim,Quarterly,AG0026,Agent_0026,Branch_003,1.1,Not Applicable,Agent,40,3,No
POL002536,CUST002536,31-07-2023,31-07-2024,Auto,Active,26,Female,Single,East,Patna,521278,4,24763.25,217885.57,0,0,No Claim,Yearly,AG0078,Agent_0078,Branch_005,9.6,Not Applicable,Agent,40,5,No
POL002537,CUST002537,04-12-2023,04-12-2024,Travel,Cancelled,37,Female,Married,West,Ahmedabad,1170447,0,14794.66,29754.17,0,0,No Claim,Quarterly,AG0015,Agent_0015,Branch_005,3,Not Applicable,Branch,74,3,No
POL002538,CUST002538,15-08-2025,15-08-2026,Life,Active,51,Male,Single,West,Pune,267434,0,48650.64,1480050.55,0,0,No Claim,Yearly,AG0011,Agent_0011,Branch_004,1,Not Applicable,Branch,64,3,No
POL002539,CUST002539,24-05-2023,24-05-2024,Auto,Active,39,Male,Divorced,West,Surat,428666,6,26165.2,293385.05,1,68533.14,Approved,Monthly,AG0062,Agent_0062,Branch_005,9.5,Not Applicable,Branch,76,3,No
POL002540,CUST002540,31-08-2024,31-08-2025,Auto,Expired,25,Female,Single,East,Bhubaneswar,1007603,6,31255.7,258472.58,0,0,No Claim,Quarterly,AG0067,Agent_0067,Branch_007,0.8,Not Renewed,Online,68,4,No
POL002541,CUST002541,11-01-2025,11-01-2026,Health,Active,38,Female,Married,East,Guwahati,416344,0,27269.95,480166.41,0,0,No Claim,Yearly,AG0029,Agent_0029,Branch_001,6,Not Applicable,Branch,38,2,No
POL002542,CUST002542,17-11-2023,17-11-2024,Home,Expired,51,Male,Married,North,Chandigarh,355482,0,27812.82,709094.78,0,0,No Claim,Quarterly,AG0038,Agent_0038,Branch_007,7.5,Renewed,Agent,30,3,No
POL002543,CUST002543,14-04-2023,14-04-2024,Home,Cancelled,41,Male,Single,North,Shimla,575882,0,26240.87,640664.79,0,0,No Claim,Monthly,AG0062,Agent_0062,Branch_003,5.8,Not Applicable,Agent,41,4,No
POL002544,CUST002544,12-08-2024,12-08-2025,Life,Active,22,Female,Divorced,West,Surat,1021309,0,51859.91,2828018.96,0,0,No Claim,Quarterly,AG0017,Agent_0017,Branch_003,1,Not Applicable,Online,56,3,No
POL002545,CUST002545,09-03-2023,09-03-2024,Auto,Active,38,Female,Single,South,Bangalore,494860,0,26101.19,292377.45,0,0,No Claim,Monthly,AG0081,Agent_0081,Branch_006,3.7,Not Applicable,Branch,53,3,No
POL002546,CUST002546,31-10-2023,31-10-2024,Health,Expired,38,Female,Single,North,Delhi,673527,0,35985.01,489763.32,0,0,No Claim,Quarterly,AG0009,Agent_0009,Branch_006,6.4,Renewed,Agent,51,3,No
POL002547,CUST002547,12-05-2025,12-05-2026,Health,Active,49,Female,Married,North,Delhi,738791,0,27513.78,392732.65,0,0,No Claim,Yearly,AG0017,Agent_0017,Branch_004,7.8,Not Applicable,Agent,24,3,No
POL002548,CUST002548,06-11-2024,06-11-2025,Home,Cancelled,62,Female,Single,East,Guwahati,760592,0,50179.55,2266927.8,0,0,No Claim,Monthly,AG0082,Agent_0082,Branch_006,9.6,Not Applicable,Branch,66,3,No
POL002549,CUST002549,04-05-2025,04-05-2026,Home,Active,25,Female,Single,West,Surat,1056858,0,37292.82,567644.2,0,0,No Claim,Monthly,AG0046,Agent_0046,Branch_001,5.7,Not Applicable,Branch,69,3,No
POL002550,CUST002550,12-12-2023,12-12-2024,Auto,Expired,31,Male,Married,South,Hyderabad,440491,1,25998.52,243887.85,0,0,No Claim,Monthly,AG0093,Agent_0093,Branch_001,5.6,Renewed,Online,43,4,No
POL002551,CUST002551,19-03-2023,19-03-2024,Home,Expired,26,Male,Married,North,Jaipur,597700,0,35944.84,1712574.96,0,0,No Claim,Quarterly,AG0040,Agent_0040,Branch_008,10.5,Not Renewed,Online,53,3,No
POL002552,CUST002552,25-05-2024,25-05-2025,Life,Active,56,Male,Divorced,East,Patna,429194,0,48325.38,3744196.6,0,0,No Claim,Monthly,AG0037,Agent_0037,Branch_002,8.9,Not Applicable,Agent,36,4,No
POL002553,CUST002553,31-03-2025,31-03-2026,Home,Active,39,Female,Married,South,Bangalore,1145785,0,35072.28,1481054.06,0,0,No Claim,Quarterly,AG0047,Agent_0047,Branch_004,6.6,Not Applicable,Branch,38,2,No
POL002554,CUST002554,07-02-2024,07-02-2025,Auto,Active,31,Female,Single,South,Kochi,599841,2,27082.31,246938.65,0,0,No Claim,Yearly,AG0095,Agent_0095,Branch_003,2.3,Not Applicable,Agent,53,5,No
POL002555,CUST002555,11-12-2024,11-12-2025,Auto,Active,20,Male,Single,West,Pune,916768,5,33088.11,199574.12,0,0,No Claim,Monthly,AG0066,Agent_0066,Branch_004,2.6,Not Applicable,Branch,56,3,No
POL002556,CUST002556,10-02-2023,10-02-2024,Travel,Active,18,Male,Married,South,Hyderabad,1923974,0,14092.08,101339.5,0,0,No Claim,Monthly,AG0027,Agent_0027,Branch_004,9.8,Not Applicable,Online,44,3,No
POL002557,CUST002557,16-05-2025,16-05-2026,Auto,Active,50,Male,Married,South,Chennai,541377,0,35221.24,335251.57,0,0,No Claim,Monthly,AG0033,Agent_0033,Branch_006,7.1,Not Applicable,Agent,74,3,No
POL002558,CUST002558,26-01-2024,26-01-2025,Home,Expired,46,Male,Single,West,Pune,777167,0,46376.92,994559.88,0,0,No Claim,Monthly,AG0052,Agent_0052,Branch_003,7.5,Not Renewed,Online,100,1,No
POL002559,CUST002559,30-10-2024,30-10-2025,Auto,Expired,39,Female,Married,North,Jaipur,946737,0,25810.41,250936.25,1,57127.07,Approved,Quarterly,AG0076,Agent_0076,Branch_001,4.4,Renewed,Agent,51,3,No
POL002560,CUST002560,13-07-2024,13-07-2025,Auto,Cancelled,49,Male,Single,East,Patna,1037172,6,35149.2,216518.14,0,0,No Claim,Quarterly,AG0021,Agent_0021,Branch_002,6.7,Not Applicable,Branch,75,3,No
POL002561,CUST002561,27-09-2023,27-09-2024,Auto,Expired,53,Female,Single,North,Jaipur,1308048,5,39249.12,244266.14,0,0,No Claim,Quarterly,AG0094,Agent_0094,Branch_006,6.4,Renewed,Branch,78,3,No
POL002562,CUST002562,02-04-2024,02-04-2025,Home,Cancelled,34,Female,Divorced,East,Patna,581480,0,29884.71,1257476.32,0,0,No Claim,Monthly,AG0061,Agent_0061,Branch_008,10.2,Not Applicable,Agent,67,1,No
POL002563,CUST002563,05-10-2024,05-10-2025,Health,Cancelled,23,Male,Single,North,Jaipur,330421,0,32251.78,597287.55,1,89019.8,Pending,Quarterly,AG0017,Agent_0017,Branch_001,11.8,Not Applicable,Agent,52,4,No
POL002564,CUST002564,31-05-2025,31-05-2026,Auto,Active,23,Female,Single,West,Pune,1946691,2,26734.51,244592.81,1,22376.48,Approved,Yearly,AG0069,Agent_0069,Branch_007,3.6,Not Applicable,Agent,47,3,No
POL002565,CUST002565,01-05-2024,01-05-2025,Auto,Expired,23,Male,Divorced,North,Delhi,1055754,4,27826.05,173864.18,0,0,No Claim,Quarterly,AG0008,Agent_0008,Branch_007,1.3,Renewed,Agent,66,3,No
POL002566,CUST002566,22-10-2025,22-10-2026,Life,Active,37,Male,Single,West,Surat,1807018,0,54277.54,1087487.72,0,0,No Claim,Yearly,AG0025,Agent_0025,Branch_007,0.6,Not Applicable,Online,63,4,Yes
POL002567,CUST002567,19-02-2023,19-02-2024,Travel,Expired,32,Male,Single,North,Delhi,637498,0,13057.07,32674.01,0,0,No Claim,Monthly,AG0094,Agent_0094,Branch_004,9.5,Not Renewed,Branch,49,3,No
POL002568,CUST002568,01-11-2023,01-11-2024,Health,Active,43,Male,Married,North,Chandigarh,1416748,0,46712.93,640990.55,0,0,No Claim,Monthly,AG0085,Agent_0085,Branch_004,5.5,Not Applicable,Agent,65,2,No
POL002569,CUST002569,07-12-2025,07-12-2026,Auto,Active,18,Male,Married,West,Ahmedabad,393462,5,27622.2,295216,0,0,No Claim,Quarterly,AG0046,Agent_0046,Branch_001,6.3,Not Applicable,Branch,45,4,No
POL002570,CUST002570,18-12-2024,18-12-2025,Home,Expired,50,Other,Married,West,Ahmedabad,381536,0,35324.97,1756367.69,0,0,No Claim,Monthly,AG0062,Agent_0062,Branch_001,7.9,Renewed,Agent,66,3,No
POL002571,CUST002571,08-09-2025,08-09-2026,Travel,Active,21,Female,Married,West,Pune,1423631,0,11728.95,60709.14,0,0,No Claim,Monthly,AG0071,Agent_0071,Branch_005,9.7,Not Applicable,Agent,39,4,No
POL002572,CUST002572,05-07-2025,05-07-2026,Auto,Active,41,Male,Married,South,Kochi,1642573,12,37542.45,322915.4,0,0,No Claim,Quarterly,AG0003,Agent_0003,Branch_001,6.4,Not Applicable,Agent,61,4,No
POL002573,CUST002573,28-12-2025,28-12-2026,Auto,Active,22,Female,Married,West,Surat,830198,7,25990,282627.26,1,34804.82,Approved,Yearly,AG0081,Agent_0081,Branch_005,8.9,Not Applicable,Agent,37,4,No
POL002574,CUST002574,10-12-2024,10-12-2025,Travel,Expired,42,Male,Single,South,Kochi,1596774,0,13561.27,79012.8,1,10507.7,Approved,Quarterly,AG0056,Agent_0056,Branch_007,4.5,Renewed,Agent,36,4,No
POL002575,CUST002575,09-07-2025,09-07-2026,Health,Active,23,Female,Single,East,Guwahati,775631,0,35053,312416.89,0,0,No Claim,Quarterly,AG0039,Agent_0039,Branch_006,4.4,Not Applicable,Agent,62,3,No
POL002576,CUST002576,18-01-2025,18-01-2026,Life,Active,35,Male,Married,South,Hyderabad,1143824,0,44453.6,1097003.74,1,190829.18,Approved,Yearly,AG0081,Agent_0081,Branch_003,2.6,Not Applicable,Agent,49,2,No
POL002577,CUST002577,03-02-2023,03-02-2024,Home,Expired,42,Female,Divorced,South,Hyderabad,471953,0,33500.96,1570984.13,0,0,No Claim,Monthly,AG0028,Agent_0028,Branch_008,0.7,Not Renewed,Agent,44,3,No
POL002578,CUST002578,14-09-2025,14-09-2026,Life,Active,36,Male,Married,North,Chandigarh,344988,0,37357.73,2967886.5,0,0,No Claim,Quarterly,AG0072,Agent_0072,Branch_003,1.4,Not Applicable,Online,44,5,No
POL002579,CUST002579,01-05-2025,01-05-2026,Auto,Active,55,Female,Single,East,Guwahati,345871,9,27050.07,308754.83,0,0,No Claim,Monthly,AG0014,Agent_0014,Branch_001,5.9,Not Applicable,Online,58,3,No
POL002580,CUST002580,11-10-2023,11-10-2024,Travel,Active,31,Male,Married,East,Patna,1019919,0,11564.1,27427.03,0,0,No Claim,Yearly,AG0038,Agent_0038,Branch_001,0.7,Not Applicable,Branch,56,3,No
POL002581,CUST002581,03-03-2024,03-03-2025,Health,Expired,49,Female,Single,West,Surat,1001574,0,47373.4,488306.3,0,0,No Claim,Monthly,AG0049,Agent_0049,Branch_001,4,Renewed,Agent,56,3,No
POL002582,CUST002582,19-02-2024,19-02-2025,Life,Expired,27,Female,Married,East,Bhubaneswar,678214,0,63015.03,4606221.19,0,0,No Claim,Quarterly,AG0011,Agent_0011,Branch_003,6.1,Renewed,Online,83,4,Yes
POL002583,CUST002583,21-09-2024,21-09-2025,Home,Expired,40,Female,Divorced,South,Bangalore,1632964,0,42002.68,1005917.81,0,0,No Claim,Yearly,AG0073,Agent_0073,Branch_007,1,Renewed,Branch,68,3,No
POL002584,CUST002584,05-10-2024,05-10-2025,Travel,Cancelled,57,Male,Married,West,Surat,443660,0,13037.72,114253.42,0,0,No Claim,Monthly,AG0046,Agent_0046,Branch_007,4.6,Not Applicable,Agent,46,3,No
POL002585,CUST002585,18-11-2023,18-11-2024,Auto,Expired,39,Female,Married,South,Kochi,935217,4,34364.02,298480.29,0,0,No Claim,Monthly,AG0032,Agent_0032,Branch_005,10.5,Renewed,Online,85,3,No
POL002586,CUST002586,21-03-2023,21-03-2024,Health,Expired,33,Female,Divorced,West,Surat,532286,0,38139.04,565130.98,0,0,No Claim,Quarterly,AG0085,Agent_0085,Branch_001,8.1,Renewed,Agent,55,4,No
POL002587,CUST002587,21-06-2024,21-06-2025,Auto,Expired,40,Male,Married,South,Bangalore,473031,0,25508.53,271371.62,0,0,No Claim,Monthly,AG0015,Agent_0015,Branch_003,11.1,Not Renewed,Online,48,3,No
POL002588,CUST002588,26-09-2025,26-09-2026,Health,Active,41,Female,Married,East,Patna,588077,0,29240.85,291817.39,0,0,No Claim,Yearly,AG0075,Agent_0075,Branch_004,11,Not Applicable,Agent,27,5,No
POL002589,CUST002589,02-05-2025,02-05-2026,Auto,Active,30,Male,Single,South,Kochi,399019,1,18464.19,158622.43,0,0,No Claim,Quarterly,AG0071,Agent_0071,Branch_003,10.6,Not Applicable,Agent,9,3,No
POL002590,CUST002590,31-01-2023,31-01-2024,Auto,Expired,30,Male,Married,East,Bhubaneswar,1025777,11,34622.45,326015.43,0,0,No Claim,Quarterly,AG0032,Agent_0032,Branch_002,11.1,Not Renewed,Online,59,2,No
POL002591,CUST002591,06-09-2024,06-09-2025,Health,Active,36,Female,Married,South,Bangalore,654212,0,45140.06,603654.4,0,0,No Claim,Yearly,AG0005,Agent_0005,Branch_007,10.2,Not Applicable,Online,59,1,No
POL002592,CUST002592,07-09-2023,07-09-2024,Travel,Expired,53,Female,Married,North,Chandigarh,1427213,0,21604.46,160737.63,0,0,No Claim,Monthly,AG0059,Agent_0059,Branch_002,8.7,Renewed,Branch,89,2,No
POL002593,CUST002593,28-07-2023,28-07-2024,Life,Cancelled,64,Female,Married,South,Hyderabad,732743,0,52543.09,2409271.82,1,617235.58,Approved,Yearly,AG0039,Agent_0039,Branch_004,5.5,Not Applicable,Agent,44,2,No
POL002594,CUST002594,15-08-2024,15-08-2025,Auto,Expired,26,Male,Single,North,Chandigarh,561016,1,21532.7,182448.66,1,41676.17,Approved,Yearly,AG0072,Agent_0072,Branch_001,7.4,Renewed,Online,25,4,No
POL002595,CUST002595,01-12-2024,01-12-2025,Travel,Active,57,Male,Single,South,Chennai,208784,0,15700.04,113277.65,0,0,No Claim,Monthly,AG0086,Agent_0086,Branch_008,10.4,Not Applicable,Agent,60,4,No
POL002596,CUST002596,20-03-2023,20-03-2024,Health,Expired,34,Female,Single,West,Mumbai,1109762,0,32930.44,584414.19,0,0,No Claim,Quarterly,AG0050,Agent_0050,Branch_008,4.4,Not Renewed,Online,23,2,No
POL002597,CUST002597,14-12-2025,14-12-2026,Auto,Active,45,Male,Married,North,Chandigarh,235996,3,38838.5,325623.75,0,0,No Claim,Quarterly,AG0046,Agent_0046,Branch_008,3.9,Not Applicable,Online,95,3,No
POL002598,CUST002598,14-09-2023,14-09-2024,Travel,Cancelled,34,Male,Divorced,South,Kochi,577110,0,10818.27,95230.69,0,0,No Claim,Quarterly,AG0007,Agent_0007,Branch_001,8.2,Not Applicable,Agent,40,3,No
POL002599,CUST002599,31-03-2024,31-03-2025,Auto,Active,42,Male,Married,West,Ahmedabad,276272,9,22790.73,126058.82,1,27627.18,Approved,Monthly,AG0058,Agent_0058,Branch_004,10.6,Not Applicable,Agent,60,3,No
POL002600,CUST002600,20-05-2024,20-05-2025,Home,Expired,34,Female,Divorced,South,Kochi,420412,0,22334.84,450558.43,0,0,No Claim,Quarterly,AG0081,Agent_0081,Branch_002,8.2,Renewed,Branch,20,4,No
POL002601,CUST002601,09-01-2023,09-01-2024,Life,Expired,57,Male,Married,North,Chandigarh,2350164,0,79630.83,4130513.79,0,0,No Claim,Yearly,AG0009,Agent_0009,Branch_001,9.2,Renewed,Agent,55,3,No
POL002602,CUST002602,13-12-2024,13-12-2025,Health,Expired,62,Male,Married,West,Pune,191717,0,40068.82,481267.6,0,0,No Claim,Quarterly,AG0078,Agent_0078,Branch_005,3.7,Not Renewed,Agent,51,4,No
POL002603,CUST002603,13-04-2025,13-04-2026,Life,Active,55,Male,Single,South,Hyderabad,932493,0,60690.86,3894792.08,0,0,No Claim,Monthly,AG0037,Agent_0037,Branch_008,6.7,Not Applicable,Online,55,3,No
POL002604,CUST002604,18-08-2024,18-08-2025,Travel,Expired,41,Female,Married,West,Surat,405343,0,8246.14,61546.29,0,0,No Claim,Yearly,AG0075,Agent_0075,Branch_005,5.9,Renewed,Agent,32,3,No
POL002605,CUST002605,24-11-2025,24-11-2026,Auto,Active,52,Male,Single,North,Chandigarh,250562,5,39088.47,359646.15,0,0,No Claim,Quarterly,AG0007,Agent_0007,Branch_001,11.4,Not Applicable,Agent,78,1,No
POL002606,CUST002606,28-05-2023,28-05-2024,Health,Cancelled,30,Male,Divorced,South,Kochi,942141,0,50986.94,720890.62,0,0,No Claim,Monthly,AG0026,Agent_0026,Branch_002,0.5,Not Applicable,Agent,72,3,No
POL002607,CUST002607,15-08-2023,15-08-2024,Travel,Expired,45,Male,Married,North,Jaipur,627729,0,11290.51,105084.46,0,0,No Claim,Quarterly,AG0005,Agent_0005,Branch_003,9.8,Renewed,Agent,32,3,No
POL002608,CUST002608,10-07-2023,10-07-2024,Auto,Expired,39,Female,Married,East,Kolkata,1097011,8,17947.19,127169.5,0,0,No Claim,Quarterly,AG0058,Agent_0058,Branch_004,11.4,Renewed,Online,13,2,No
POL002609,CUST002609,28-11-2025,28-11-2026,Auto,Active,54,Male,Single,West,Ahmedabad,1731184,8,33758.96,245158.64,0,0,No Claim,Monthly,AG0073,Agent_0073,Branch_001,9.3,Not Applicable,Agent,42,3,No
POL002610,CUST002610,08-03-2024,08-03-2025,Home,Active,47,Female,Married,East,Bhubaneswar,686894,0,49974.39,792943.2,0,0,No Claim,Yearly,AG0040,Agent_0040,Branch_003,6.5,Not Applicable,Agent,82,4,No
POL002611,CUST002611,26-02-2025,26-02-2026,Home,Active,26,Female,Married,East,Bhubaneswar,745284,0,27536.69,719600.52,1,58215.22,Pending,Quarterly,AG0079,Agent_0079,Branch_008,1.5,Not Applicable,Agent,31,4,No
POL002612,CUST002612,27-04-2024,27-04-2025,Auto,Active,44,Other,Married,West,Pune,360339,3,26422.42,230179.73,0,0,No Claim,Monthly,AG0089,Agent_0089,Branch_008,7.8,Not Applicable,Online,55,4,No
POL002613,CUST002613,08-11-2023,08-11-2024,Travel,Expired,27,Female,Married,South,Hyderabad,227069,0,9893.93,49876.18,0,0,No Claim,Monthly,AG0080,Agent_0080,Branch_007,9.6,Not Renewed,Branch,34,3,No
POL002614,CUST002614,17-07-2025,17-07-2026,Home,Active,41,Other,Divorced,East,Kolkata,349293,0,30424.93,1233610.06,0,0,No Claim,Yearly,AG0036,Agent_0036,Branch_002,9.5,Not Applicable,Online,52,2,No
POL002615,CUST002615,13-09-2025,13-09-2026,Travel,Active,35,Female,Married,West,Surat,534448,0,8998.44,26099.18,0,0,No Claim,Quarterly,AG0047,Agent_0047,Branch_002,9.7,Not Applicable,Agent,32,5,No
POL002616,CUST002616,05-09-2025,05-09-2026,Life,Active,49,Female,Single,East,Guwahati,2628593,0,52347.11,1337562.34,0,0,No Claim,Monthly,AG0092,Agent_0092,Branch_006,6.2,Not Applicable,Agent,44,5,No
